Unnamed: 0,data,len,true,fuzzy,id,single,split
5395,"bialowieza forest is an irreplaceable area for biodiversity conservation , due in particular to its size , protection status , and substantially undisturbed nature",21,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],33,10,train
1056,"it represents the great achievement of prehistoric rice cultivating civilization of china over <NUM>  years ago , and as an outstanding example of early urban civilization . ",24,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1592,4,train
2002,"the maya site of copan represents one of the most spectacular achievements of the classic maya period because of the number , elaboration and magnitude of its architectural and sculptural monuments",30,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],129,4,train
887,"from the <NUM> th to the <NUM> th centuries , it was the focal point for traders and missionaries , and the different fields of learning",22,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1110,3,train
2063,"these features can be easily accessed and explored at the snouts of vatnajokulls many outlet glaciers and their forelands , especially in the southern lowlands , making the property a flagship glacial research location . ",32,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],1604,8,train
5255,as the most extensive and best known example of marine invaded tower karst in the world ha long bay is one of the worlds most important areas of fengcong clusters of conical peaks and fenglin isolated tower features karst,38,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],672,8,train
3123,"these events gave rise to a large number of international movements advocating nuclear disarmament they gave rise to powerful symbols and to many images associated with the nuclear era , which characterized the second part of the <NUM> th century . ",38,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1339,6,train
568,the mountain scenery of pirin national park is of exceptional beauty,11,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],225,7,train
3800,"the mount hamiguitan range wildlife sanctuary represents a complete , substantially intact and highly diverse mountain ecosystem , in a significant biogeographic region of the philippines",24,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],1403,10,train
5406,"the architectural work of le corbusier marks the birth of three major trends in modern architecture purism , brutalism and sculptural architecture",21,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],1321,2,train
1554,"the different stages of construction and development of the harbour town are legible in its urban plan , especially the big transformations carried out from the early <NUM> th century onwards . ",29,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1256,2,train
2845,the pure land gardens of hiraizumi clearly reflect the diffusion of buddhism over south east asia and the specific and unique fusion of buddhism with japan s indigenous ethos of nature worship and ideas of amida s pure land of utmost bliss,39,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],1277,6,train
139,"this is particularly apparent between the daintree river and cedar bay , where exceptional coastal scenery combines tropical rainforest and white sandy beaches with fringing offshore coral reefs",27,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],486,7,train
1702,"the historic mining network of the mines of rammelsberg , the historic town of goslar and the upper harz water management system constitutes an outstanding and very comprehensive technological ensemble in the fields of mining techniques , non ferrous metallurgy and the management of water for drainage and power",45,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],623,4,train
2276,"for example , lorentz national parks nothofagus beech forests are well represented , although their closest relatives are otherwise confined to the cool temperate regions of south eastern australia , new zealand and the southern andes",32,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],955,10,train
1149,"the colonial architecture is characterised by a sober and functional style , using principles of hygiene adapted to a tropical location",20,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1322,4,train
2153,bhimbetka is closely associated with a hunting and gathering economy as demonstrated in the rock art and in the relicts of this tradition in the local adivasi villages on the periphery of this site . ,34,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],925,5,train
5313,"the domestic architecture of zabid is the most characteristic example of the tihama style of courtyard house , which is to be found over a wide area of the southern part of the arabian peninsula . ",34,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],611,4,train
4587,works of the <NUM> th <NUM> th centuries including the great towers and the stone entry bridge reinforce the architectural quality of this ensemble,21,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],21,4,train
463,"in its layout and architecture the historic center of the town of goias is an outstanding example of a european town admirably adapted to the climatic , geographical and cultural constraints of central south america",34,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],993,2,train
3606,"such systems reflect the former total dependence of communities on this irrigation and a time honoured , fair and effective management and sharing of water resources , underpinned by mutual dependence and communal values . ",31,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1207,5,train
2741,mantua and sabbioneta are exceptional witnesses to the interchange of human values of the renaissance culture,16,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1287,2,train
4680,"with the great mosque , the mosque of the three doors , and the basin of the aghlabids , not to mention the numerous archaeological vestiges , kairouan bears exceptional witness to the civilisation of the first centuries of the hegira in ifriqiya . ",39,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],499,3,train
594,the very ancient appearance of this technology in global terms has had very significant consequences for the history of the african peoples . ,22,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1602,4,train
2728,"their intrinsic beauty derives from a variety of spectacular vertical forms such as pinnacles , spires and towers , with contrasting horizontal surfaces including ledges , crags and plateaux , all of which rise abruptly above extensive talus deposits and more gentle foothills",39,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1237,7,train
450,"of the <NUM>  species of reptiles that are threatened , <NUM>  are endemic . ",12,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],892,10,train
2384,a large number of specialized buildings and structures are concentrated and reciprocally connected in a relatively compact area to form what is almost a single integrated structure . ,27,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1346,4,train
3839,the churches of peace bear exceptional witness to a particular political development in europe in the <NUM> th century of great spiritual power and commitment . ,24,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1054,6,train
2925,the evolution and ecology of the afro alpine flora of mount kenya provides an outstanding example of ecological processes in this type of environment,23,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],800,9,train
2236,its monumental buildings representative of the religious philosophy exemplified the best of the crafts and technology which saw growth of an important regional sultanate architectural expression that is unparalleled in india,31,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1551,2,train
5230,this was due the interchange on developments in technology which enabled the production and export of canned and frozen meat on a global scale and to the immigrant workers who arrived from more than <NUM>  nations . ,36,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1464,2,train
4666,"the amphitheatre of el jem is one of the rare monuments of its kind and unique in africa , which is not built against a hillside , but on flat ground and supported by a complex system of arches",37,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],38,4,train
2133,"the range of habitats and vegetation also accounts for high plant diversity that includes <NUM>  tree species , <NUM>  shrubs , <NUM>  undershrubs , <NUM>  herbs and <NUM>  climbers",26,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],338,10,train
3621,"the site preserves in a state of exceptional integrity an imposing monumental complex comprised of the remains of the necropolis , massed at the edge of the makli plateau and covering an area of about <NUM>  km<NUM>  . ",36,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],143,3,train
1174,"the karst forms include escarpments , cliffs , cave systems , river canyons and large sinkholes known as dolines in most diverse sizes and shapes . ",22,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],889,8,train
4229,"the property is an important stepping stone in the migration and evolution of species in the western pacific and for speciation processes , especially with respect to avifauna",27,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.2],854,9,train
451,the site represents one of one of the largest continuous areas of exuberant brazilian atlantic forest connected with coastal ecosystems,20,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],893,7,train
5079,"the combination of volcanic soils combined with the ecological impact of the migration results in one of the most productive ecosystems on earth , sustaining the largest number of ungulates and the highest concentration of large predators in the world",39,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],156,10,train
3759,"the nasca and pampas de jumana lines and geoglyphs , through its unique form of land use , are an exceptional testimony of the culture and magical religious tradition and beliefs of the societies that developed in pre columbian south america between the <NUM> th bc and <NUM> th ad centuries . ",45,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],700,3,train
4546,"the successive stages in economic and social evolution of the copper industry in the falun region , from a form of cottage industry to full industrial production , can be seen in the abundant industrial , urban , and domestic remains characteristic of this industry that still survive . ",44,[0 0 0 0 1 0 0 0 0 0 0],[0.  1.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1027,5,train
3678,"the forests of coiba island possess a high variety of endemic birds , mammals and plants",15,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1138,10,train
4319,"gaudi s work exhibits an important interchange of values closely associated with the cultural and artistic currents of his time , as represented in el modernisme of catalonia",26,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],320,2,train
2536,the assimilation of burial types and artistic expression together with inscriptions indicating the origins of those buried in the cemetery testify to the wide dispersal of the jewish people at that time and the incorporation into jewish religious culture of influences from the surrounding populations . ,45,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1471,2,train
3934,"in their siting , planning and building traditions the two villages are an exceptional testimony to the confucianism of the joseon dynasty , which produced settlements that followed strict confucian ideals over a period of some five hundred years . ",37,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1324,3,train
1263,"the park protects <NUM>  species of mammals , among which the star is the eastern lowland gorilla and thirteen other primates , including threatened species such as the chimpanzee , the colubus bai and cercopiuthic of hoest and hamlyn",36,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.2],137,10,train
5273,its cave ecosystems and habitats are unique with high levels of endemism and adaptations displayed by cave dependent species,18,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],951,9,train
999,"tusi sites of laosicheng , tangya and the hailongtun fortress clearly exhibit the interchange of human values between local ethnic cultures of southwest china , and national identity expressed through the structures of the central government . ",34,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1474,2,train
4179,"these include a population of over <NUM>  , <NUM>  aldabra giant tortoise",10,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],185,10,train
3921,"hwaseong combined traditional fortress building methods with an innovative site layout that enabled it to deliver defensive , administrative and commercial functions",21,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],817,3,train
2497,"architectural elements , archaeological evidence and an important corpus of cuneiform texts further document how the landscape of wetlands contributed to shaping the religious beliefs , cultic practices , and literary and artistic expressions of successive cultures in southern mesopotamia . ",37,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  1.  1.  0.2],1481,5,train
1476,the austere architecture of the cistercian monks represents the physical form of the moral and aesthetic ideals which flourished at various times in the history of western christian religious communities,30,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],165,4,train
192,"the dynamic interrelationship between the coastal dune sand mass , aquifer hydrology and the freshwater dune lakes provides a sequence of lake formation both spatially and temporally . ",26,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],630,8,train
4402,"since its founding , it has remained a living urban area , in which all the trends , tastes , and styles of each historical period have been expressed , illustrating the first transit point of the hispanic culture towards the americas in a two way cultural interchange that continues until today . ",46,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],929,4,train
5069,"the variations in climate , landforms and altitude have resulted in several overlapping ecosystems and distinct habitats , with short grass plains , highland catchment forests , savanna woodlands , montane long grass plains and high open moorlands",33,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  1.  0.  0.  1.  1.  1.  1.  0.2],39,9,train
4695,the vernacular housing around major religious monuments in the suleymaniye and zeyrek quarters provide exceptional evidence of the late ottoman urban pattern . ,22,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],356,3,train
3513,"the beemster polder is a masterpiece of creative planning , in which the ideals of antiquity and the renaissance were applied to the design of a reclaimed landscape . ",27,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],899,1,train
5040,"the intensive construction of canals in great britain , from the second half of the <NUM> th century onwards , and that of the pontcysyllte canal in particular in a difficult region , bear witness to considerable technical interchanges and decisive progress in the design and construction of artificial waterways . ",46,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1303,2,train
5091,the dominant vegetation of the reserve is deciduous miombo woodlands and the property constitutes a globally important example of this vegetation type,22,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],199,9,train
1338,"high profile marine species include sharks , whale sharks , rays and cetaceans",11,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1,10,train
3303,the combination of all these features results in a highly diverse and visually stunning desert landscape . ,16,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],1410,7,train
3213,"the ruins of the ceremonial structures at uxmal , kabah , labna and sayil represent the pinnacle of late maya art and architecture in their design , layout , and ornamentation . ",27,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],791,1,train
3537,"the extensive and little modified freshwater habitats , the impressive diversity of alpine ecosystems , extensive alpine plant endemism , and on going evolution associated with long standing geographical isolation of animal populations , like the kiwi taxa of south westland , are further examples of on going biological evolution . ",41,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],551,9,train
5431,this is increasingly rare and significant at a global scale . ,10,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1380,9,train
1293,"like other moravian settlements , it reflects new ideas introduced in the age of enlightenment which anticipated ideas of equality and social community that became a reality for many europeans only much later",32,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1468,4,train
4236,"lucia which are linked to wet and dry climatic cycles , with the lake responding accordingly with shifts from low to hyper saline states",22,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],914,7,train
4709,"several types of buildings or architectural ensembles are perfectly preserved in hattusha the royal residence , the temples and the fortifications . ",20,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],377,4,train
3125,"the vast expanses of marshes provide shelter to more than two million limicolous migrant birds from northern europe , siberia and greenland . the nesting bird population is also remarkable in terms of diversity and number between <NUM>  , <NUM>  and <NUM>  , <NUM>  pairs belonging to <NUM>  bird species",44,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],506,10,train
4685,"next to the great mosque , the first place of worship founded in the maghreb only <NUM>  years after the death of the prophet , is the zawiya of sidi sahab where the remains of abu djama , one of mahomets companions , are kept",41,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  1.  0.  1.  1.  0.  0.  0.  0.  0.2],499,6,train
3339,"up to <NUM>  , <NUM>  humpback whales also migrate through these nutrient rich and productive waters",14,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1510,10,train
3737,eventually cloud forests give room to andean paramo grasslands,9,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  1.  0.  0.  0.  1.  0.  1.  1.  0.2],548,7,train
368,"organised as a series of courtyards of increasing importance , the access to each being provided by portals built astride the walls of the main enclosure , the royal palaces of abomey are a unique architectural ensemble",35,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],323,4,train
4895,"the remains and landscapes of the oases of al ain appear to testify , over a very long period of history , to the capacity of the civilizations in the northeast of the arabian peninsula , notably in the protohistoric periods , to develop a sustainable and positive relationship with the desert environment",49,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1343,5,train
1151,the episcopal complex of the euphrasian basilica in the historic centre of porec is an outstanding example of an early christian episcopal ensemble that is exceptional by virtue of its completeness and its unique basilican cathedral . ,36,[0 1 1 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],809,2,train
2259,in addition to the rich fauna <NUM>  species of rare plants have also been recorded . ,15,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],608,10,train
3112,the quality of its architecture and its remarkable state of preservation make it an essential prehistoric monument . ,17,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],130,3,train
2087,"although rajput architecture shared much common ground with other regional styles , such as sultanate and mughal architecture , it was eclectic , drawing inspiration from antecedents and neighbours , and had a degree of influence over later regional styles such as maratha architecture . ",40,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],247,2,train
3608,"the archaeological site of qalhat provides physical evidence of these interchanges , documenting the architectural features which indicate its own produce , dates , arabian horses as well as spices and pearls but also integrating the multi cultural features of a medieval cosmopolitan city , with houses influenced by the needs of their various owners and inhabitants of foreign cultural origin",56,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1537,2,train
3158,"from the <NUM> th to the <NUM> th century , tenochtitlan , and subsequently , mexico city , exerted decisive influence on the development of architecture , the monumental arts and the use of space first in the aztec kingdom and later in new spain . ",38,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],412,2,train
5535,the circles of stones proposed for inscription represent the totality of the megalithic area in which the presence of such a large number of circles is a unique manifestation of construction and funerary practices which persisted for over a millennium across a large geographical area and reflecting a sophisticated and productive society . ,52,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1226,3,train
191,"fraser island also has a variety of freshwater dune lakes which are exceptional in terms of number , diversity and age",20,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],630,8,train
2167,it is one of the few representations of the architectural genius of the indian people in constructing fully developed brick temples in that era . ,24,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1056,1,train
108,"the globally significant diversity of reef and island morphologies reflects ongoing geomorphic , oceanographic and environmental processes",16,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],154,9,train
2042,"this village , which developed mainly during the <NUM> th and <NUM> th centuries , not only represents the palocz subgroup within the hungarian nation but also bears witness , for the whole of central europe , to the traditional forms of rural life which were generally abolished by the agricultural revolution in the <NUM> th century . ",50,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],401,5,train
4464,"the property and its surrounding area include reef systems <NUM>  different bio physiographic reef zones in sanganeb marine national park smnp , the only atoll like feature in the red sea , lagoons , islets , sand flats , seagrass beds , and mangrove habitats and display a diversity of reefs , from living reefs to ancient fossil reefs",50,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],262,9,train
3406,"the ksar of ait ben haddou illustrates the traditional earthen habitat , representing the culture of southern morocco , which has become vulnerable as a result of irreversible socio economic and cultural changes",28,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],444,5,train
1360,"the park comprises two endemic bird areas , the central andean paramo home to some <NUM>  bird species of restricted range , and the ecuador peru east andes home to <NUM>  restricted range species ",30,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],260,9,train
1730,"the technological and other structures of zollverein xii are representative of a crucial period in the development of traditional heavy industries in europe , which were reinforced through the parallel development and application of modern movement architectural designs of outstanding quality . ",40,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],975,3,train
1849,"mount athos is directly and tangibly associated with the history of orthodox christianity which , in varying degrees , is present in more than <NUM>  nations in the <NUM> th century",28,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  0.  1.  1.  1.  1.  0.  0.  0.  0.2],454,6,train
4902,the causeway itself is a unique formation and a superlative horizontal section through columnar basalt lavas . ,16,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],369,8,train
5478,other vertebrates include some <NUM>  species of reptiles and amphibians and remarkable <NUM>  species of freshwater fish,17,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],205,10,train
2499,it is one of the largest west eurasian caspian nile staging points and wintering grounds for ducks as well as a major stopover point for shorebirds flying along the west asian east african flyway,31,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  1.  1.  0.2],1481,9,train
5510,the property is a key site for migratory birds and its ecosystems sustain wildlife populations well beyond its borders . ,19,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],1314,9,train
3824,"it is a historic monument to conservation itself , both in its social aspect and as a scientific and artistic discipline . ",20,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],847,2,train
3393,"its art , goldsmith and architecture schools had a profound and durable influence on the arts of the adriatic coast . ",19,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],125,2,train
476,"the pirarucu arapaima gigas , the largest freshwater fish in south america , and two species of river dolphins inia geoffrensis and sotalia fluviatilis , all three with a data deficient status , are also found in the property",35,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],998,10,train
2609,the town and park represent an outstanding example of a traditional human settlement and land use showing the evolution of a culture which has maintained a harmonious relationship with its natural environment over time . ,33,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],670,5,train
4194,"the palm forest is relatively pristine and it provides a refuge for viable populations of many endemic species , including the black parrot coracopsis nigra barklyi , restricted to praslin island and totally dependent on the vallee de mai and surrounding palm forest",41,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],261,10,train
3966,"the nominated cultural property links outstanding examples of baroque imperial residences with the architectural ensemble of saint petersburg , which is the baroque and neoclassical capital par excellence",27,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],540,4,train
312,"as an integrated semi planned urban landscape , with a strong brick architectural testimony , and a collection of colonial warehouses and dock facilities , it has remained essentially unchanged for <NUM>  years , and provides an outstanding glimpse into a pivotal period of british imperial rule and culture . ",44,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1376,3,train
508,the site contains samples of all the key habitats that characterize the cerrado ecoregion one of the oldest tropical ecosystems of the earth,24,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1035,10,train
166,"shark bay contains , in the hypersaline hamelin pool , the most diverse and abundant examples of stromatolites hard , dome shaped structures formed by microbial mats in the world",26,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],578,8,train
4333,"this relict ecosystem , a living remnant of the old rainforests and warm temperate forests that occupied much of europe and north africa during the tertiary , is characterised by lush vegetation , fed by numerous springs and streams , and contains a rich and endemic flora and fauna",45,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  0.  0.2],380,7,train
3674,"in the historic district , surviving multiple family houses from the <NUM> th and early <NUM> th centuries are original examples of how society reacted to new requirements , technological developments and influences brought about by post colonial society and the building of the panama canal . ",40,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],790,4,train
1951,"tikal national park has unique elements that illustrate the historic , mythical and biographic data of the tikal dynastic sequence",19,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  1.  1.  0.2],64,3,train
1024,"around the hot springs at the foot of towering snow covered mountains , the smells of dust , ash and sulphur combine with the sharp cold wind from the glacier",28,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],1540,7,train
1221,"litomysl castle is an outstanding and immaculately preserved example of the arcaded castle , a type of building first developed in italy and modified in the czech lands to create an evolved form of special architectural quality . ",36,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],901,2,train
3268,almost <NUM>  species of fish have been documented with some <NUM>  species occurring exclusively in the gulf of california or parts of it,23,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1182,10,train
